Video Time,Commenter,Time,Comment
,Oman BD,,দেশ নায়ক তারেক রহমানের সকল মামলা গুলো বাতিল করা হোক
,RSPL723,,কিছি মাদ্রাসা সরকারি কিরা হোক
,Md Jakir hasan,,
,MD. SUMON,,ঠিক আছে
,ACF,,5 years pore nirbachon chai
,Masud Rana,,আসিফ মাহতাব স্যার কে উপদেষ্টা করা হোক
,Abdul Wahab,,সেটেলাইট ভারা দেয়ার।বয়াবস্থা করেন
,Rojina Akter Raisa,,আপনার সরকারের উপদেষটারের কার্যক্রম এবং আপনার মুখের কথায় কোম মিল নাই
,Md.Mohiuddin Mim,,ki hoitese babar
,Sonjoy Kumar das,,"১০০ দিনের দেশ ১০০ বছর পিছিয়ে গেছে,, দেশে হত দরিদ্র দিনমজুর, খেটে খাওয়া মানুষের জীবনযাত্রা দুর্বিষহ হয়ে উঠেছে।"
,Nazmul Kalam,,7 sisters দখল এর পরিকল্পনা চাই
,Jason Abid,,নির্বাচন কবে
,ARIFUL ISLAM,,
,MAHABUL on bd,,নতুন দুই উপদেষ্টার পদোত্যাগ চাই
,Md Juwel,,আপনি একজন দলিয় সরকার কারন যারা দাগী আসামি তারা সবাই বেরিয়ে যাচ্ছে আর নিরাপরাধ হাজ হাজার হাজার মানুষকে মিথ্যা মামলা দিয়ে জেলে রাখা হয়েছে যাদেরকে জামিন দেয়া হচ্ছে না। এটা নাগরিক অধিকার
,Ashis Kumar Saha,,
,Muhammad momin,,ইউনুছ স্যার এগিয়ে চলেন আমার আচি আপনার সাথে
,Mostafizur Rahman,,
,"Md,Yesin Arafat⛎",,নেট থাকেনা কেন
,এম রহমান এমন রহমান,,আওয়ামী লীগ তথা কুওালীগ মুক্ত বাংলাদেশ চাই
,M M Rahaman,,শিবির
,Musa Ahmed,,পিআর নির্বাচন চাই।
,Temperate Fox,,জয় বাংলা হান্দায় দেওয়া হবে
,MF Faysal,,eto repetition keno!
,Liton Tappader,,Yes
,Imdadul Hoque Soofi,,ফারুকীর অপসারণ চাই
,Grey Warden,,hasinare at leas baire gaillano jaito dhormio bebshader kemne galagal dibo tara onnai korle
,Kz Luyan,,kire bhai bondho hoy kano
,Masum Ahmed Baul Topic.12,,জয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধুজয় বাংলা জয় বঙ্গবন্ধু
,Kazi Monir,,আগে নির্বাচন দিন। এখানে সকল দল অংশগ্রহণ করবে। আমি বলতে চাচ্ছি সকল দল কোন দল যেন বাদ না যায়। তাহলেই দেশ ভাল থাকবে। আমরা সকল দলের নির্বাচন চাই।
,Sexy Gamer /لاعب مثير,,সেন্টমার্টিন নিয়ে কথা বলেন
,Faruk Azam,,"স্যার, আপনাকে অনেক ধন্যবাদ"
,"Md,Yesin Arafat⛎",,
,আতাউল্লাহ ইসলামাবাদী,,ফারুকীর পদত্যাগের দাবী জানাচ্ছি
,AR M AN,,
,Ismail Khan,,জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ
,Arosh Hossain,,thik ache
,A.F.M. Ashraful Alam,,"স্যার, ব্যক্তিস্বার্থপরতা আর চোরেদের এও দেশে এই ক্রান্তিকালে আপনি জাতীয় মুক্তির জন্য যে অক্লান্ত পরিশ্রম করে চলেছেন তার জন্য এই জাতি আপনার কাছে চির ঋণী হয়ে রইলো।"
,Rezaul Haque,,শুভ কামনা রইলো ড.ইউনুস স্যার।
,Sayed Mohamed Yousuf miah,,10 years we want dr Younus government for batter future of Bangladesh
,Sajdul islam udar,,বাংলাদেশের জনগণ তো ছেড়ে দিবে না সুদখোর
,Tamim Ikbal,,ফারুকীকে অপসারনচাই
,ARIF KHAN BANGLASH,,সাংবাদিক ইলিয়াস হোসেনকে চাই
,Hossain Amir,,
,Md johirislam,,মানুষের নিত্যপূর্ণ নিয়ম দাম ও মনে হোক
,Suman Biswas,,জোকার
,BODRUL,,good job
,ছালেহিয়া হোমিও হল,,কতজনের যে জ্বলে পুড়ে যাচ্ছে!
,Md Rubel,,ইউনুস আমাদের শক্তি
,mdforhad islam,,রাসুল আমার নেতা
,Rafsan Kazi,,rajakar
,Ebrahim Mia,,
,Anwar hossain,,আসিফ মাহাতাব স্যার কে উপদেষ্টা দেখতে চাই
,Rubel Rahman,,
,Meheraz Hossain,,শিবির
,MH WORLD BD,,এত সমস্যা কেন হচ্ছে
,The World of Islam,,
,Mohammad Tamim Uddin,,"মাহমুদুর রহমান, পিনাকি,ক্ণক সরওয়ার,ইলিয়াস হোছাইন,আসিফ মাহতাব কে উপদেষ্টা হিসাবে চাই।"
,Masud Rana,,dinajpur bivag hisebe dekhte chai
,GR7,,প্লিজ আমাদের ছোটো ছোটো ছেলেদের কে কে দেখবে। প্লিজ আপনারা এত বুঝান পরীক্ষা বাতিল করার জন্য। আমরা বাংলাদেশের সব ক্লাস 8-9 এর ছাত্র ছাত্রী রা অনেক চাপে আছেন পরীক্ষায়
,GAMING (ASMR),,"১ বছরের ভিতরে সব কাজ শেষ করুন, নির্বাচন দিন ১ বছরের ভিতরে"
,Thaju Naif,,ধন্যবাদ স্যার
,Md Rubel,,
,CRTOON 706,,বয়কট ইন্ডিয়া
,Pony Miah,,we are with you from uk
,Al mamun Mamun,,দয়াকরে নিত্য পন্যের সিন্ডিকেট ভেংগেদেন।
,Jason Abid,,নওর্বাচন চাই
,zuglul hossan,,
,Md Tarek Rahman,,উপদেষ্টা নিয়োগের ক্ষেত্রে এবং সরকারি বিভিন্ন প্রতিষ্ঠানের মধ্যে যে সব আওয়ামী লীগের দালাল রয়েছে তাদের চাকুরীচ্যুত করে যথাযথ শাস্তির ব্যবস্থা করেন। তাহলে সাধারণ মানুষ খুশি হবেন।
,Firoz Ahmed,,farooki must out
,XoXo,,গে্ শিরাম
,Aksedul Islam,,লাই ইলাহা ইল্লাল্লাহ মুহাম্মদুর রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম ।
,Hossain Amir,,আমরা আপনার পাশে আছি
,Rupa Sarker,,আল্লাহ আপনাকে নেক হায়াত দান করুক
,E Shorts,,"আমরা সাধারণ মানুষ শেখ হাসিনার সময় ভাল ছিলাম,,,আপনি বাজারের দিকে আইনের দিকে তাকাচ্ছেন না কেন???? গরিব মানুষ না খেয়ে থাকছে"
,Jason Abid,,নওর্বাচন চাঔ
,English Bola,,সবকিছু সমাধান এত কম সময়ে করা সম্ভব না । যা হয়েছে যথেষ্ট আপনি চালিয়ে যান।
,Arif Ahmed Onik,,জয় বাংলা জয় বঙ্গবন্ধু
,Anik Khan,,
,AR M AN,,জামায়াতে
,Rouf college Rafique sir Accounting,,nation will not forget u
,Babu Islam,,
,Nazrul Nazrul,,"ইউনূস হটাও, দেশ বাঁচাও মানুষ বাঁচাও"
,Mdmoazzem Hossain,,দয়া করে বাজারের দাম নিয়ন্ত্রণ করুন। এক কেজি আলু ৭০ এক কেজি পেয়াজ ১৪০ তাছাড়া বিভিন্নভাবে পন্যসামগ্রীর দাম বাড়ছে।সুতরাং বাজারের দাম নিয়ন্ত্রণ না করতে পারলে এসব অর্থনিতীর ভ্যালু থাকবেনাা
,Satib Tv,,উঃ উঃ উঃ করে উঠল আমি হেনডেল মারছি
,Urbi Mahbub,,Election de
,Robel thakur,,ভারত মুক্ত বাংলাদেশ চাই। আওয়ামী যারজ লীগ মুক্ত বাংলাদেশ চাই।
,Walid Khan,,ইনকিলাব জিন্দাবাদ
,Ismail Khan,,জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ
,Bappy Barua,,জয় বাংলা জয় বঙ্গবন্ধু।
,lipi akterla,,হাসু আপার চামচারা
,GR7,,অনেক চাপে আছি
,Shaishab Zaman,,Go ahead
,CRTOON 706,,আফসোস লীগ দের সাজা দিবার দাবি জানাচ্ছি
,EB ATAUR RAHMAN,,ছাত্র শিবির
,liffan,,প্রবাস থেকে ভালোবাসা অবিরাম
,abdul kaium,,
,GR7,,প্লিজ
,Satib Tv,,চূড়ায় ওঠার পর আমি লাইভ
,eআরকি Bazz,,dhur bal faruki ar bosir ke bad de
,Suman Biswas,,চোর
,Md Rejaul,,কাজের পরিধি বাড়িয়ে বেকারত্ব দূর করুন।
,Mohammad Ullah,,ডাঃ ইউনুস সাহেব আরো পাচ বছর থাকলে দেশের অর্থনৈতিক ভালো হবে।বাকি ইসলামের কিছু খতি হবে।কারন হচ্ছে তার দ্বারা পশ্চিমারা সহজে বাংলার জমিনে ঢুকে পরবে।
,Urbi Mahbub,,farukir bacca
,Md Shihab,,সনজু কুমার ভারতীয় দাস চুপ থাক
,Nazrul Nazrul,,ইউনূসের পদত্যাগ চাই
,Ashis Kumar Saha,,ডঃইউনুস জিন্দাবাদ
,Satib Tv,,এ মাইয়া তোমারে পায় না আমি
,Sulaiman Rupom,,#satapdawonYounush
,Muslim Ummah,,
,Emon Hassn,,জয় বাংলা জয় বঙ্গবন্ধু
,Babu Islam,,ডাক্তার ইউনুস স্যার কোন নির্বাচন লাগবে না
,GR7,,ক্লাস 6-৯ এর
,Shakibul Islam sojib,,"Sir apnakei amra chai,apni kono karonei desh ta k vhul rastay dien na"
,Koushik pramanick,,দেশকে আর ধ্বংস না করার অবুরোধ।
,Md Monir,,
,SR Shakil Hossain,,নতুন বাংলাদেশ গড়ার প্রত্যাশা ইনশাআল্লাহ।
,Tutul Mizan,,Best of luck
,Md Alamin,,"ইউনিসের পতত্যাগ চাই।। ফারুক কোন হিসেবে উপদেষ্টা হয়,,"
,E Shorts,,"জয় বাংলা জয় বঙ্গবন্ধু, শেখ হাসিনা সরকার আবার দরকার"
,Md Jakir,,জি
,Md Milonx,,নতুন দুই উপদেষ্টা কে বরকাস্ত ছাই
,Urbi Mahbub,,Election chai
,md shohidul,,দোয়া ওশুভ কামনা রইল ।
,Anwar Shimu,,9 pay scale cai.
,SM.SOWRAB,,","
,bishanta chakma,,bokacoda
,সাঈদী Tv,,দ্রব্য মুল্যের দাম কমান জনগন আপনাকেই চাইবে
,Nahid Personal,,চাল চিনি তেলের দাম কমিয়ে দিন। তা হলে মানুষ অনেক খুশি হবে।
,Md johirislam,,আমলীগের যারা অন্যায় করে নাই তাদেরকে ছেড়ে দেওয়া হোক
,GR7,,পরীক্ষা বাতিল
,Md Mosaddakul Islam,,"পুলিশ প্রশাসন আরো শক্তিশালী ও নজরদারিতে দায়িত্ব পালনের আরও সক্রিয় হতে হবে, জনগনের জান মালের নিরাপত্তা সুনিচ্চিত করতে হবে।"
,Redoyanul Haque,,ntrca এর ৬০ হাজার জাল সনদের দিকে নজর দেওয়ার আহবান জানাচ্ছি স্যার
,Md Robeul Islam RH,,জামায়াতে ইসলামী জিন্দাবাদ
,Hamim Kausar 2,,পিনাকি দাদাকে উপদেস্টা হিসেবে চাই
,Abdus Salam,,গাজীপুর থেকে
,alamgir mix sohel,,নতুন দুই উপদেষ্টার পদত্যাগ চাই। আসিফ নজরুলের পদত্যাগ চাই।
,MD Raihan Islam,,good
,EB ATAUR RAHMAN,,আগামীর বাংলাদেশ জামাতি ইসলামের বাংলাদেশ ইনশাআল্লাহ
,RK,,"স্যার দেশের সহজ মূল্যে ডেন্টাল হাসপাতালের ব্যবস্থা করে দিন।, যাতে চক্ষু হাসপাতালের মতো অতি সাধারণ জনগণও সহজ মূল্যে চিকিৎসা করতে পারে"
,kamrul Farrukh,,BNP কে মুখ বন্ধ করে চুপ করে থাকতে দেখতে চাই পরবর্তী ৩ বৎসর। BNP ক্ষমতায় আসলে ১৫ দিনের মধ্যে আওয়ামীলীগ ওঁদের ক্ষমতা থেকে ফেলে দিবে। BMP ভিতরে অনেক সংস্কৃকার প্ৰয়োজন। গতানুগতিক বক্তব্য দিয়ে কাজ হবে না
,M Rashedullah,,স্যার ভালোবাসা নিবেন।
,Filmian,,our perfect leader
,Bijoy khandaker,,আরে বেটা দব্রমুল্য নিয়ে কথা ক।সাধারণ মানুষ এইটা চায় আগে।
,MD.JOHERUL ISLAM,,এই সরকার কমপক্ষে ৫ বছর থাকা প্রয়োজন।
,Ali Hosen,,কুতুব
,Tania Sumun,,
,Rokonuzzman,,no bnp
,A.F.M. Ashraful Alam,,এই জাতী আপনার কাছে ঋণী।
,Nazrul Nazrul,,জয় বাংলা
,Md Rashed Mia,,পাথমিক সহশিক্ষ দের ১০ গ্রেট দিন
,Md Habib,,
,Babu Islam,,কোন নির্বাচন লাগবেনা
,Priti nondon karmokar,,
,Ms Almas Hossain,,আগামী জাতীয় নির্বাচনে জামাত ইসলামকে ক্ষমতায় দেখতে চাই সবাই জামাত ইসলামকে ভোট দিবেন ইনশাআল্লাহ
,Abdul Mannan,,ফারুকীকে অপসারণ করুন। আমাদের অন্তরের রক্ত বন্ধ করুন।
,Shariful Alam Shuvo,,আপনার জন্য শুভকামনা স্যার
,EB ATAUR RAHMAN,,আগামীর বাংলাদেশ ইসলাম এর বাংলাদেশ
,Robel thakur,,ভারত মুক্ত বাংলাদেশ চাই। আওয়ামী যারজ লীগ মুক্ত বাংলাদেশ চাই
,Hafez Kawsar Mahmud,,ইসলামি দেশ চাই
,Mdsumon khan Mdsumon khan,,আমরা শেখ হাসিনাকে চাই
,Mamun Hosen,,ছাত্রহত্যা পুলিশ হত্যা আন্তর্জাতিক আদালতে দেখতে চাই এই বিষয়ে আপনাদের কাজ করতে হবে তাহলে বুঝবো আপনারা নিরপেক্ষ
,BD FUTURE 74,,
,ME21_5121_ MD. IKBAL HOSEN,,congratulations
,Sonjoy Kumar das,,"১০০ দিনের দেশ ১০০ বছর পিছিয়ে গেছে,, দেশে হত দরিদ্র দিনমজুর, খেটে খাওয়া মানুষের জীবনযাত্রা দুর্বিষহ হয়ে উঠেছে।, দেশে মৌলবাদী এবং জঙ্গি গোষ্ঠী কে সুযোগ করে দিচ্ছে ইউনুস সরকার।"
,Hossain Amir,,"স্যার আমরা আপনার পাশে আছি, আপনি দেশ ঠিক করেন"
,Shirin Islam,,selut sir.k
,Azijul Rahman,,মালাইশিয়া থেকে
,Saiful Khan,,আসিফ মাহতাব স্যার কে উপদেষ্টার পদে নিয়োগ দেওয়া হোক
,Md Fahad,,জয় বাংলা
,Anwar Shimu,,9 pay scale cai..
,KILIN TON MONDOL,,good
,কিছু কমু না,,good luck go ahead
,Sajdul islam udar,,তোরা 71 এর পরাজিত শক্তি তোদের বিচার বাংলাদেশের জনগণ করবে ইনশাআল্লাহ
,Kirito Uzumaki,,younus
,Neo Bangla,,"আগে গণহত্যার বিচার , অভ্যন্তরীণ বিষয়ে ভারতের হস্তক্ষেপ বন্ধ তারপর নির্বাচন।"
,Ahmed Pt,,আপনার মত উপ
,MD SWAZIB HOSEN,,জয় বাংলা
,RixTern,,
,nahid imran,,hi
,Md johirislam,,আওয়ামী লীগের যারা অন্যের সাথে জড়িত ছিল না তাদেরকে ছেড়ে দেওয়া হোক
,Md Arafat Official,,আপনার হাত ধরেই এগিয়ে যাবে বাংলাদেশ
,mdnaim hossain,,আমরা আবার ফিরবপ জয় বাংলা জয় বঙ্গবন্ধু বাংলাদেশ ছাত্র লীগ
,New Bismillah automobiles Works,,"আগামী ১০ বছর চাই ডঃ মোহাম্মদ ইউনূস সরকার কে, তার কারণ তিনি খোলা খুলি কথা বলে"
,কিছু কমু না,,go ahead sir
,Mahfuj Abdus,,best of luck
,Magical Earth.,,Ensure the Universal Health Care Service
,Nayem Hasan,,সেনাবাহিনীর বাজেট বাডানো হোক।
,Sagor Hossain,,"বশির - ফারুকীর নিয়োগ বাতিল চাই,আসিফ মাহাতাব স্যার কে উপদেষ্টা হিসেবে দেখেতে চাই"
,CRTOON 706,,boycot India
,Majedul Islam,,পিনাকিকে উপদেষ্টা চাই
,asharful123,,
,Warid,,tor ma ere
,Goni Abdul,,ভুয়া মুক্তিযোদ্ধা ভাতা বন্ধ করতে হবে। টাকার বিনিময়ে অনেকেই মুক্তিযোদ্ধা সার্টিফিকেট নিয়ে ভাতা সহ সকল সুযোগ সুবিধা নিয়েছে।
,Shakib Islam,,সেফুদাকে উপদেষ্টা হিসেবে চাই
,Iris Ali,,congratulations younus
,Md.kamrul Alam Apu,,যদি দেশকে সত্যিই ভালোবেসে থাকেন তাহলে অতি দ্রুত নির্বচন দিন
,md simun islam,,ঝালকাঠি
,Jahangir Alom,,জয় বাংলা জয় বঙ্গবন্ধু
,Effective Voice,,শুভকামনা
,Mohammad Fazlul Haque,,বাংলাদেশ জাতীয়তাবাদ জিন্দাবাদ
,Md Rubel Miah,,খুবই ভালো
,Farid Ahmed Official Page,,পিনাকী দাকে উপদেষ্টা বানাতে হবে
,Golam Mehraj,,স্যারকে দেখে ভালো লাগলো।
,GM Tuhin,,boycott india
,Rojob Ali,,আপনার পরিষদের সংস্কার আজ গণ দাবি।
,শিশু পাঠশালা@জ্ঞান ভান্ডার,,congratulations
,Ashraf Zaman,,share bazar destroy hoye jache
,MD tufael Ahommed,,আলহামদুলিল্লাহ
,Md Maruf,,Ok
,Outsourcing BD Institute By Shirina Sultana,,আগে ভালোভাবে সংস্করণ হোক এখন নির্বাচন চায় না
,Shahadat Hasan siam,,অতি শীঘ্রই নির্বাচন চাই
,Borhan Sobahan,,"আবু সাঈদ মুগ্ধ, দেশের মানুষ এখন ক্ষুব্ধ!"
,CRTOON 706,,boycott India
,AR. SANY 😈,,যমুনা টেলিভিশনের পহ্মে আছি
,Nahid Hasan,,"পিনাকি, আসিফ মাহতাব, ইলিয়াস কে উপদেষ্টা পদে দেখতে চাই"
,Md Khorshed,,আমরা বাঙালি স্বাধীন সার্বভৌমত্ব ও স্বাধীনতার গৌরব নিয়ে বাঁচতে চায় সম্পূর্ণ স্বাধীনতা উপভোগ করতে চাই প্রধান উপদেষ্টার কাছে আমাদের সাওয়া এইটুকু
,eআরকি Bazz,,tor obosta kharap ase
,Life Of Arzl,,Step-down
,Leton Hosan,,অনেক অনেক শুভকামনা স্যারের জন্য। আমরা তরুণরা নতুন বাংলাদেশ দেখতে চাই আপনার মাধ্যমে।
,Masud Rana,,দেশ ধংস কারি ইউনুস গং দের বিচার হবে এই মুজিব বাংলায়
,ঘাসফুল,,পিকানি ভট্টাচার্য দাদাকে উপদেষ্টা বানানো হোক
,Md. Rayhan Shorif,,আমি চাঁদপুর থেকে উপদেষ্টা হতে চাই। মাস্টার্স এ চাঁদপুর সরকারি কলেজে পড়ি
,Omar fahim Omar fahim,,দ্রুত নির্বাচন চাই
,Md KAYKUBAD,,বাংলাদেশ থেকে চলে যা
,MD SWAZIB HOSEN,,জয় বাংলা জয় বঙ্গবন্ধু বাংলাদেশ দীর্ঘজীবী হোক
,Akash Mazumder,,জয় বাংলা
,Ali Ayaz,,
,AR M AN,,ইন্ডিয়া পাক ইউ
,Lab Human,,জয় বাংলা জয় বঙ্গবন্ধু
,SR Shakil Hossain,,আঃলীগ আঃলীগ কইরো না দেশ থেকে নাম উঠে যাবে।
,MD Nihad,,kio vai
,Bahar Telicome,,সংখ্যা অনুপাতে নির্বাচন করা হউক
,Alomgir Hossain,,
,Sai Ful,,igb
,apple orange,,
,Ambia Khatun,,আশা করি সব কিছু ভালো হবে
,Vhh Bjkk,,ইউনুস সরকার জিন্দাবাদ
,Root android,,পিনাকী কে উপদেষ্টা হিসেবে দেখতে চাই
,md shohidul,,স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক
,Bithi Media Hd,,সাধারণ মানুষকে জোরপূর্বক ভাবে বিদ্যুতের পোস্টপেইড মিটার পরিবর্তন করে প্রায় ছয় থেকে সাত হাজার টাকা খরচে প্রিপেইড মিটার নেওয়ার জন্য নির্দেশ দেওয়া হয়েছে। এটার কারণ কি। সাধারণ জনগণ তো এটা চায়না।
,Tariqul Islam,,"নির্বাচনের পর প্রধানউচেষ্টা কে রাষ্ট্রপতি করা হোক,এই ধরনের মানুষ আমাদের দেশে দরকার"
,Nasrin Akter Mohona,,ইনশাআল্লাহ দেশ এগিয়ে যাবে।
,Abul Kalam,,জামায়াত ইসলামি
,nayonsarker himu,,জনগনের ভালোবাসার প্রতিদান স্বরুপ সব টিভি বাদ রেখে যমুনা টিভির লাইভ দেখছি...
,Md. Rasel Miah,,pinaki Dada k upodesta banan
,Ashraf Zaman,,share er jonne kichu koren
,Md Younus,,অভিনন্দন
,Liton Tappader,,আমি আপনার সাথে আছি
,ratulhasanshakil 1234,,দূত নির্বাচন দেন দাদা
,Bilal Hussain,,Good Sir
,Rahman Hasanur,,ধন্যবাদ সবাইকে
,monira Sultana,,১/নিত্য প্রয়োজনীয় দ্রব্যের দাম নিয়ন্ত্রণে আনতে হবে। ২/বেকারত্ব সমস্যা দূর করুন।১/আপনার কিছু উপদেষ্টার পরিবর্তন চাই।জনগনের মতামত ছাড়া আপনারা ইচ্ছা মত উপদেষ্টা নিয়োগ দিবেন আমরা তা মানবো না।
,Umme Bilkis,,ভারতের হাত হতে চট্টগ্রাম রক্ষার জন্য ফেনী নদীতে ভারত বাংলাদেশ মৈত্রী সেতু বন্ধ করুন
,Abdul Mannan,,দল
,Omar fahim Omar fahim,,নির্বাচন চাই নির্বাচন চাই
,Dr. AKM Shahed,,ড. মাহমুদুর রহমান সাহেবকে উপদেষ্টা পরিষদে দেখতে চাই। পিনাকী দাদাকেও উপদেষ্টা পরিষদে দ্রুত সংযোজন চাই।
,Hossain Amir,,"বাবরের মুক্তি দাবি জানাই, আমরা আপনার পাশে আছি"
,Asha Zaman,,পিনাকীকে উপদেষ্টা করা উচিৎ।
,M Rashedullah,,বয়কট ইন্ডিয়া
,ALONE,,সিন্ডিকেট ভাঙ্গেন আগে..!
,Root android,,পিনাকী দাদাকে উপদেষ্টা হিসেবে দেখতে চাই
,Mamun Hosen,,সমন্বয়ক দের একদিন বিচার হবে শাপলা চত্বরে ঝুলিয়ে নিচে পপ গান বাজাবে
,Jason Abid,,সেনাবাহিনীর সরকার চাই
,Galib Official 1k,,জয় বাংলা জয় বঙ্গবন্ধু
,Yeasin arafat Nazmul,,"বিএনপি ও আওয়ামী লীগ এই ২ দলকে আর ক্ষমতায় দেখতে চাইনা,,নতুন কাউকে দেখতে চাই"
,Md mizanur ruman,,হাতিয়া উপজেলার মাটি ফজলুল আজিম সাহেবের খাঁটি সৌজন্য মদিন নগর
,Babul Mandal,,পিনাকি দাদাকে প্রধান উপদেষ্টা হিসাবে চাই
,Md johirislam,,আওয়ামী লীগের যারা অন্যায় অপরাধের সাথে জড়িত ছিল না তাদেরকে দেওয়া হোক
,Yasin Yasin sarder,,
,Jueal Hossain,,
,Fahim Mia,,চালিয়ে যান স্যার
,Sajjad Hosen,,দয়া করে অযগ্য কাউকে উপদেষ্টা হিসেবে নিয়োগ দিবেন না
,Borhan Sobahan,,তোমাদের আমরা আর সময় দিতে চাই না।
,Rm Badsha,,এটা তো আগের টা
,Belal Uddin Ahmed,,"বিটিভির মান উন্নত করা দরকার। ভালো, যোগ্য লোক নিয়োগ দিয়ে এর সার্বিক উন্নয়ন করা দরকার।"
,BSW,,joy Bangla
,JUST FOR HUMANITY,,এখন নির্বাচন চাই না
,AlimdRomjan,,জামায়াতী ইসলামী বাংলাদেশ
,ataur rahman,,
,Shahin Khin,,খুব সুন্দর লাগছে
,AR M AN,,আফসোস লিগ কইরে
,Sakib Hasan,,নতুন উপদেষ্টার পদত্যাগ করতে হবে
,Arif Ahmed Onik,,দেশ টা কে ধ্বংস করে দিছেন মিয়া
,Jony Ahmed,,বাংলাদেশে ৭১ কোনো সাধীনতা নয়।৩৬জুলাই নতুন বাংলাদেশ পাইছি আপনি আমাদের আসা নষ্ট করবেন না সাধারণ জনগন আপনার উপর খুব আসাবাদি
,Emon Hassn,,জয় বাংলা জয় বঙ্গবন্ধু শেখ মুজিবুর রহমান
,Rezaul's Information,,সাব্বাশ
,GAMING (ASMR),,গণতন্ত্রের প্রতীক বেগম খালেদা জিয়ার সাথে কি একবারও দেখা করতে পারেন না? কিসের এতো অহংকার
,Md. Golam Mostafa,,"reforms in every department service delivery system. reforms, not deskwork. There is so much practical work. Please do most practical reforms and sustainable organizations. Introduce good governance."
,Call me Reo,,penaki ke upodestra chai
,Salim Uddin,,জয় বাংলা জয় বঙ্গবন্ধু
,World News Network,,alhamdulillah
,Ikra Ranna Ghor,,
,GAMING WITH TAHMEED,,Joy Dr Yunus
,Monir Mahmud 2.9,,উপদেষ্টা দের নিয়ে একটু মন মালিন্ন হলেও আপনার কথায় আমরা ঐক্য থাকব
,Nazmul Kalam,,ধানমন্ডি ৩২ নম্বর কে গণশৌচাগার ঘোষণা করা হউক
,Firoz Ahmed,,no bangladeshi visa to modi gangs
,Ismail Khan,,জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ
,Jamir Uddin,,জামাতি ইচ
,mohammed saddam shikdar,,নির্বাচন দেন দ্রুত
,Warid,,tor ma ere ulta koira baindha
,Murcalin Hossain,,৫ বছরের আগে নির্বাচন চইনা। ফারুকীর পদত্যাগ চাই। আসিফ মাহাতাব স্যারকে উপদেষ্টা পদে দেখতে চাই।।।
,Mamun Mdal,,"সার আপনি নিরবাচন দিন, বাংলাদেশ বতমান তিন সরকার,"
,আদর্শ মিডিয়া,,"প্রত্যেকটা বাজারে ছোট ছোট কাচামালের ব্যাবসায়িদের নিধন করে,এবং অন্যান্য ব্যাবসায়িদের দুর্নীতির কাল হাত থেকে সাধারন জনগনকে বাচান,কৃষকদের হাত থেকে সরাসরি কাচামাল বিক্রির জুর প্রয়োগ ও সুজুক করে দিন"
,Annoyed Orbiting Satellite,,পিনাকী দাদাকে উপদেষ্টা হিসেবে দেখতে চাই
,JUST FOR HUMANITY,,দেশবাসী এখন নির্বাচন চাই না
,Mamun Hosen,,জয় বাংলা জয় বঙ্গবন্ধু
,Md tasin Akon,,রাষ্ট্র এবং জনগণের পক্ষে কাজ করুন সবাই
,Khurshed Alam,,স্যার আপনাকে হজে যাওয়ার জন্য অনুরোধ জানাচ্ছি আপনার উপর হজ ফরজ হয়েছে
,Samsul Alam,,ধন্যবাদ আপনাকে স্যার।
,Joshim বেয়াদবের মতো কথা বলেছেন মিঃ হুদা।Uddin,,নৈরাজ্যের ১০০ দিন।
,bayagid sharif,,সুন্দর উপস্থাপনা
,AR M AN,,জয় বাংলা হোগা সামলা
,Md. Masudur Rahman,,
,Jubair mahmud,,PR পদ্ধতিতে নির্বাচন চাই।
,F.N.D.E.M,,দাওঅঅউ!+৬
,mdsumon hossain,,
,Lab Human,,জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা
,শান্তি পেতে চাও,,
,MD Saiful,,হাসিনার বিচার চাই হাসিনার বিচার চাই
,md hasan,,ফারুকের পদত্যাগ করতে হবে
,MD tufael Ahommed,,শুধু নির্বাচনের জন্য আমার ভাইয়েরা জীবন দেয়নি
,MD Saiful,,হাসিনার বিচার চাই
